County,Town,Date/Time,Distance,Name,Cost,DateTime,Month,Day,Weekday
NL,Montville,"Sun, 11/05 01:50",5K,Flashback 5K,"$30, $35 raceday; Family of 4 - $90, $100 raceday; Ages 12 & under - $10; Students/Military/Seniors (60+) - $15; Mohegan Sun employees - $10",2017-11-05T01:50:00Z,11,5,7
L,Washington,"Sun, 11/05 08:00",13.1M,SRTS - Steep Rock Half Marathon & 5K,"$50 through 7/31, $55 through 10/15, $60 afterwards; Discount available for series",2017-11-05T08:00:00Z,11,5,7
L,Washington,"Sun, 11/05 08:30",5K,SRTS - Steep Rock Half Marathon & 5K,"$20 through 7/31, $25 through 10/15, $30 afterwards; Discount available for series",2017-11-05T08:30:00Z,11,5,7
F,Fairfield,"Sun, 11/05 09:00",5K,Fairfield Country Day School Cares,.$27,2017-11-05T09:00:00Z,11,5,7
H,Glastonbury,"Sun, 11/05 09:00",5K,Race To Fill the Pantry,$20 (+2.50),2017-11-05T09:00:00Z,11,5,7
H,Glastonbury,"Sun, 11/05 09:00",2M,Race To Fill the Pantry,$20 (+2.50),2017-11-05T09:00:00Z,11,5,7
H,Wethersfield,"Sun, 11/05 09:00",5K,Jamie's Run,$26; Ages 12 & under - $18,2017-11-05T09:00:00Z,11,5,7
NH,Milford,"Sun, 11/05 10:00",5K,Platt Tech 5K,"$25 through 10/25, $27 afterwards; Ages 70+ - Free",2017-11-05T10:00:00Z,11,5,7
M,Portland,"Sun, 11/05 10:00",5K,Movember 5K,"$25 through 1/1, $30 through 11/1, $35 afterwards; Ages 18-22 - $5 off; Ages 5-17 - $15 through 11/1, $20 afterwards",2017-11-05T10:00:00Z,11,5,7
F,Darien,"Sun, 11/05 11:35",5K,Run with the Saints,"$40, $50 raceday; Ages 11-15 - $20, $25 raceday; Ages 10 and under - $10, $15 raceday [Includes lunch]",2017-11-05T11:35:00Z,11,5,7
NL,Groton,"Sun, 11/05 13:30",5.5M,Tarzan Brown Mystic River Run,"$30 by 10/22,  $35 after",2017-11-05T13:30:00Z,11,5,7
F,New Canaan,"Sun, 11/05 15:00",5K,Pumpkin Chase,"$14 by 10/23,  $17 race week, $20 raceday",2017-11-05T15:00:00Z,11,5,7
L,Roxbury,"Sat, 11/11 08:30",13.1M,Roxbury Half Marathon,.$20 [NO RACEDAY REGISTRATION],2017-11-11T08:30:00Z,11,11,6
H,Rocky Hill,"Sat, 11/11 09:00",3M,Veterans Day Classic 3 Miler,"$27, $30 raceday; Ages 18 & under - $17, $20 raceday",2017-11-11T09:00:00Z,11,11,6
NL,East Lyme,"Sat, 11/11 09:00",5K,ELHS Veterans Day 5K,"$20 through 10/21, $30 through 11/10, $40 raceday",2017-11-11T09:00:00Z,11,11,6
L,Harwinton,"Sat, 11/11 09:00",2M,Run for a Cause,Donations accepted,2017-11-11T09:00:00Z,11,11,6
NL,Lebanon,"Sat, 11/11 09:30",5K,Veteran's Day 5K,"$25, $30 race, $20 per person for groups of 5",2017-11-11T09:30:00Z,11,11,6
H,East Windsor,"Sat, 11/11 10:00",5K,East Windsor Veterans Day 5K,"$15 through 11/4, $18 afterwards; Ages 0-17 - $7",2017-11-11T10:00:00Z,11,11,6
M,Middlefield,"Sat, 11/11 10:00",3.59M,Sunshine Kids Road Race,"$20 (+2.50), Team of 4 - $70 (+4.20)",2017-11-11T10:00:00Z,11,11,6
NL,New London,"Sat, 11/11 10:00",4.75M,EBAC Fall Challenge,"$15,  $20 raceday",2017-11-11T10:00:00Z,11,11,6
H,Manchester,"Sat, 11/11 11:00",5K,Beards & Beers 5K,"$20 (+2.50) through 6/30, $25 (+2.50) through 10/15, $30 (+2.50) through 11/9",2017-11-11T11:00:00Z,11,11,6
H,Southington,"Sun, 11/12 08:00",400 minutes,Fall Flight 400 Ultra and 5K,"$40 through 11/8, $50 raceday",2017-11-12T08:00:00Z,11,12,7
H,Southington,"Sun, 11/12 08:05",5K,Fall Flight 400 Ultra and 5K,"$20 through 11/8, $30 raceday",2017-11-12T08:05:00Z,11,12,7
NH,Guilford,"Sun, 11/12 08:30",13.1M,Faxon Law Guilford Half Marathon and 5K,"$50 through 8/9, $55 through 9/28, $60 through 11/11; $65 raceday",2017-11-12T08:30:00Z,11,12,7
NH,Guilford,"Sun, 11/12 08:35",5K,Faxon Law Guilford Half Marathon and 5K,"$28 through 8/9, $30 through 9/28, $32 through 11/11; $35 raceday",2017-11-12T08:35:00Z,11,12,7
L,Litchfield,"Sun, 11/12 09:00",5K,Age Before Beauty XC 5K,"$17 before 11/7,  $20 after",2017-11-12T09:00:00Z,11,12,7
F,Fairfield,"Sun, 11/12 09:00",5K,Colony Grill Hot Oil Race,$35 (+3.00); Police/Fire/EMS - $25 (+2.50) SOLD OUT,2017-11-12T09:00:00Z,11,12,7
W,Ashford,"Sun, 11/12 09:00",5K,Ashford Dash,"$20, $25 raceday",2017-11-12T09:00:00Z,11,12,7
NH,North Haven,"Sun, 11/12 09:30",5K,North Haven Rotary 5K,.$25,2017-11-12T09:30:00Z,11,12,7
T,Union,"Sun, 11/12 10:00",5K,Strides for Scholars,"$25, $30 raceday",2017-11-12T10:00:00Z,11,12,7
L,Washington,"Sun, 11/12 10:00",5K,Glenholme 5K,.$20,2017-11-12T10:00:00Z,11,12,7
W,Thompson,"Sun, 11/12 10:05",5K,Turkey Trot 5K Trail Race,"$20 through 10/29, $25 after",2017-11-12T10:05:00Z,11,12,7
L,Thomaston,"Sun, 11/12 14:15",5K,Diane Burr Flag Run,"$25 through 11/8, $30 raceday",2017-11-12T14:15:00Z,11,12,7
L,Roxbury,"Sat, 11/18 08:30",3.52M,Roxbury Road Race Series,$5; $50 membership for the year,2017-11-18T08:30:00Z,11,18,6
H,Manchester,"Sat, 11/18 08:00",4.748M,Know Your Pace Race,.$5 or a baked good - Raceday only.  Results can be used to seed for MRR on 11/23,2017-11-18T08:00:00Z,11,18,6
NL,Waterford,"Sat, 11/18 09:30",5K,High School Turkey Trot,"$20 through 11/11, $25 afterwards",2017-11-18T09:30:00Z,11,18,6
M,Westbrook,"Sat, 11/18 10:00",5K,Daisy Dash 5K,"$25 through 11/15, $30 raceday; $60 max. per household",2017-11-18T10:00:00Z,11,18,6
NH,Cheshire,"Sat, 11/18 10:00",5K,Hot COCO 5K,"$26 through 10/1, $28 through 11/18, $30 raceday; Free if fundraise over $100",2017-11-18T10:00:00Z,11,18,6
L,Litchfield,"Sat, 11/18 10:00",13.1M,Hillacious Half,.$50,2017-11-18T10:00:00Z,11,18,6
W,Sterling,"Sat, 11/18 10:00",5K,Turkey Can Can,"$20, $25 raceday",2017-11-18T10:00:00Z,11,18,6
H,West Hartford,"Sat, 11/18 10:00",8K,HTC 8K Cross Country Grand Prix,.$10,2017-11-18T10:00:00Z,11,18,6
L,Plymouth,"Sat, 11/18 14:00",5K,Loop the Lake,$10 suggested minimum donation,2017-11-18T14:00:00Z,11,18,6
NH,Wallingford,"Sun, 11/19 09:00",5M,Kiwanis Club Turkey Trot,.$25,2017-11-19T09:00:00Z,11,19,7
NH,Wallingford,"Sun, 11/19 09:00",5K,Kiwanis Club Turkey Trot,.$25,2017-11-19T09:00:00Z,11,19,7
NH,Waterbury,"Sun, 11/19 09:00",5K,Fischang-Cicchetti Memorial Road Race,$22 (+2.50),2017-11-19T09:00:00Z,11,19,7
NH,Waterbury,"Sun, 11/19 09:00",5M,Fischang-Cicchetti Memorial Road Race,$22 (+2.50),2017-11-19T09:00:00Z,11,19,7
W,Scotland,"Sun, 11/19 10:00",4M,Scotland Scoot,.$20,2017-11-19T10:00:00Z,11,19,7
F,New Fairfield,"Sun, 11/19 11:00",5K,Run For the Turkeys 5K,"$25 through 10/20, $27 afterwards",2017-11-19T11:00:00Z,11,19,7
F,New Canaan,"Sun, 11/19 11:00",5K,New Canaan Turkey Trot,.$25,2017-11-19T11:00:00Z,11,19,7
H,Farmington,"Thu, 11/23 06:45",5K,Malibu Fitness Thanksgiving Day Race,.$30,2017-11-23T06:45:00Z,11,23,4
F,Fairfield,"Thu, 11/23 08:15",5M,Pequot Runners Thanksgiving Day Road Race,.$39,2017-11-23T08:15:00Z,11,23,4
NH,Hamden,"Thu, 11/23 07:30",5K,Hamden Turkey Trot,"$30,  $35 after 11/19",2017-11-23T07:30:00Z,11,23,4
F,Newtown,"Thu, 11/23 07:45",5K,Newtown Turkey Trot,"$27.50 (+2.51) through 11/2, ?? Afterwards",2017-11-23T07:45:00Z,11,23,4
NH,Orange,"Thu, 11/23 08:00",5K,Thanksgiving Day Turkey Trot,.$25,2017-11-23T08:00:00Z,11,23,4
F,Redding,"Thu, 11/23 08:00",5K,The Great Turkey Escape,"$29, $35 after 10/31",2017-11-23T08:00:00Z,11,23,4
F,Shelton,"Thu, 11/23 08:00",5K,Commodore Hull Thanksgiving Day 5K,$25; HS/Grammar students - $10; Ages 70+ - Free [750 RUNNER LIMIT - Registration ends 11/21 or when limit reached],2017-11-23T08:00:00Z,11,23,4
F,Stratford,"Thu, 11/23 08:15",5K,Stratford Turkey Trot,"$26 (+2.50) through 9/17, $28 +(2.50) through 9/30, $30 (+2.50) through 11/19; Ages 1-18 - $18 (+2.50) through 9/30, $23 (+2.50) through 11/19",2017-11-23T08:15:00Z,11,23,4
L,Roxbury,"Thu, 11/23 08:30",3M,Roxbury Road Race Series,$10 contribution per runner,2017-11-23T08:30:00Z,11,23,4
NH,Southbury,"Thu, 11/23 08:30",5K,Southbury Turkey Trot,.$25,2017-11-23T08:30:00Z,11,23,4
F,Danbury,"Thu, 11/23 08:30",5K,Turkey Trot in Memory of Donald Hassiak,"$25, $30 raceday",2017-11-23T08:30:00Z,11,23,4
F,Ridgefield,"Thu, 11/23 08:30",5K,Ridgefield Turkey Trot,"$30 through 10/31,  $35 through 11/19,  $40 race week",2017-11-23T08:30:00Z,11,23,4
F,Greenwich,"Thu, 11/23 09:00",5M,Turkey Trot Beachfront Bushwhack,$25 (+2.69),2017-11-23T09:00:00Z,11,23,4
NH,Branford,"Thu, 11/23 09:00",5K,Branford Rotary & YMCA 5K,$25; Ages 12 & under - $16,2017-11-23T09:00:00Z,11,23,4
L,Goshen,"Thu, 11/23 09:00",10K,Goshen Turkey Trot,"$30 through 11/15, $35 raceday",2017-11-23T09:00:00Z,11,23,4
H,Canton,"Thu, 11/23 09:00",5K,O'Briley 5K,.$20,2017-11-23T09:00:00Z,11,23,4
NL,Franklin,"Thu, 11/23 09:00",4.5M,Big Gary's Turkey Trot,3 or more Canned Goods donation,2017-11-23T09:00:00Z,11,23,4
F,Greenwich,"Thu, 11/23 10:00",5K,Greenwich Alliance For Education Turkey Trot,".$30, $40 Race day",2017-11-23T10:00:00Z,11,23,4
NH,Madison,"Thu, 11/23 10:00",5M,Madison Turkey Trot,.$25,2017-11-23T10:00:00Z,11,23,4
H,Manchester,"Thu, 11/23 10:00",4.748M,Manchester Road Race,"$27 through 11/5 [online only], $32 afterwards [15,000 RUNNER LIMIT]
[NO RACEDAY REGISTRATION]",2017-11-23T10:00:00Z,11,23,4
H,Bristol,"Fri, 11/24 10:00",5K,Run For Love,$20 (+1.39) through ??,2017-11-24T10:00:00Z,11,24,5
L,Roxbury,"Sat, 11/25 08:30",2.4M,Roxbury Road Race Series,"$5, or $50 membership for the year",2017-11-25T08:30:00Z,11,25,6
F,Trumbull,"Sat, 11/25 09:00",3M+,Cow Chip Cross Country,.$25,2017-11-25T09:00:00Z,11,25,6
W,Brooklyn,"Sat, 11/25 09:30",2M,Quiet Corner Challenge,"$20, $45 for all 3 through 9/21, then $60",2017-11-25T09:30:00Z,11,25,6
L,New Milford,"Sat, 11/25 10:00",5K,Run Santa Run,.$25,2017-11-25T10:00:00Z,11,25,6
NL,Norwich,"Sat, 11/25 11:00",5K,Norwich Winterfest 5K,"$25 through 1/1, $30 through 11/14, $35 afterwards; Ages 18-22 - $5 off; Ages 5-17 - $15 through 11/14, $20 afterwards",2017-11-25T11:00:00Z,11,25,6
W,Hampton,"Sat, 11/25 11:30",2M,Quiet Corner Challenge,"$20, $45 for all 3 through 9/21, then $60",2017-11-25T11:30:00Z,11,25,6
W,Chaplin,"Sat, 11/25 13:30",2.2M,Quiet Corner Challenge,"$20, $45 for all 3 through 9/21, then $60",2017-11-25T13:30:00Z,11,25,6
L,Watertown,"Sun, 11/26 09:00",5M,Harvest Ramble Run,"$15, $20 raceday",2017-11-26T09:00:00Z,11,26,7
NL,Norwich,"Sun, 11/26 10:00",5K,PB Dialysis 5K,.$25,2017-11-26T10:00:00Z,11,26,7
L,Roxbury,"Sat, 12/02 08:30",2.4M,Roxbury Road Race Series,optional toy donation. $5 or $50 membership for the year,2017-12-02T08:30:00Z,12,2,6
F,Trumbull,"Sat, 12/02 09:30",5K,NIA Jingle Bell Run,"$25 through 11/26, $30 afterwards; Ages 18 & under - $5 off",2017-12-02T09:30:00Z,12,2,6
F,Westport,"Sat, 12/02 10:00",5K,Jingle Bell Run - Westport,"$25 through 8/31, $30 through 10/31, $35? Raceday",2017-12-02T10:00:00Z,12,2,6
L,Bethlehem,"Sat, 12/02 10:00",5K,Santa Made Me Do it,"$25, $30 raceday",2017-12-02T10:00:00Z,12,2,6
H,Berlin,"Sat, 12/02 11:00",2M,Tinsel Fun Run,"$15, $20 raceday",2017-12-02T11:00:00Z,12,2,6
L,Litchfield,"Sat, 12/02 11:00",5K,Jingle Bell run,"$15 by 11/28, $20 raceday",2017-12-02T11:00:00Z,12,2,6
NH,Waterbury,"Sun, 12/03 08:00",5K/1.8M,NVCC Food Pantry Fund Raiser Run,.$25 Postponed to 3/25,2017-12-03T08:00:00Z,12,3,7
F,Greenwich,"Sun, 12/03 09:00",3M,William Raveis Jingle Bell Jog,"$25, $30 raceday",2017-12-03T09:00:00Z,12,3,7
W,Thompson,"Sun, 12/03 09:00",13.1M,Thompson Speedway 5K and Half Marathon,"$60 through 11/20, $70 through 12/3, $80 raceday",2017-12-03T09:00:00Z,12,3,7
W,Thompson,"Sun, 12/03 09:30",5K,Thompson Speedway 5K and Half Marathon,"$30 through 11/20, $35 through 12/3, $40 raceday",2017-12-03T09:30:00Z,12,3,7
H,West Hartford,"Sun, 12/03 10:00",Kids 1M,Blue Back Mitten Run,.$10,2017-12-03T10:00:00Z,12,3,7
H,West Hartford,"Sun, 12/03 10:30",5K,Blue Back Mitten Run,"$25 through 1/1, $30 through 11/22, $35 afterwards; Ages 18-22 - $5 off; Ages 5-17 - $15 through 11/22, $20 afterwards",2017-12-03T10:30:00Z,12,3,7
NL,Waterford,"Sun, 12/03 11:00",5M,Pearl Harbor Master's,.$20,2017-12-03T11:00:00Z,12,3,7
NH,Milford,"Sun, 12/03 11:00",3M,Winter Sprinter,.$30 CANCELLED,2017-12-03T11:00:00Z,12,3,7
H,Glastonbury,"Sun, 12/03 12:00",3.5M,Santa's Run,"$10 through 11/5,  $15 through 11/30,  $20 raceday",2017-12-03T12:00:00Z,12,3,7
L,Roxbury,"Sat, 12/09 08:30",26.2M,Roxbury Marathon,$25 [NO RACEDAY REGISTRATION] POSTPONED TO 12/16,2017-12-09T08:30:00Z,12,9,6
M,Deep River,"Sat, 12/09 10:00",5K,Jingle Bell Run,"$25, $15 for Region 4 Students, $30 raceday",2017-12-09T10:00:00Z,12,9,6
NL,East Lyme,"Sat, 12/09 10:00",5K,Niantic Jingle Bell 5k,"$30 through 11/23,  $40 raceday;  Kids - $20 through 11/23, $25 raceday",2017-12-09T10:00:00Z,12,9,6
F,Trumbull,"Sat, 12/09 10:00",5K,Christmas Village Run,"$20, $25 raceday; over 70 and under 8 FREE",2017-12-09T10:00:00Z,12,9,6
W,Killingly,"Sun, 12/10 10:00",2.5M,Reindeer Dash,"$25, $20 for students",2017-12-10T10:00:00Z,12,10,7
NH,New Haven,"Sun, 12/10 10:30",5K,Christopher Martin's Christmas Run for Children,"Option 1: $20 through 10/1, $25 through sold out; Option 2: $15 + unwrapped toy [Add $20 for shirt with either option]",2017-12-10T10:30:00Z,12,10,7
L,Roxbury,"Sat, 12/16 08:30",26.2M,Roxbury Marathon,$25 [NO RACEDAY REGISTRATION],2017-12-16T08:30:00Z,12,16,6
L,Norfolk,"Sat, 12/16 11:00",10M,Norfolk Pub 10 Miler,"$20 by 12/9, $25 afterwards",2017-12-16T11:00:00Z,12,16,6
F,Stratford,"Sat, 12/16 10:00",5K,Frosty Forest Trail 5K,"$39 before 10/31,  $49 afterwards (LIMIT 50 RUNNERS)",2017-12-16T10:00:00Z,12,16,6
F,Fairfield,"Sun, 12/17 09:00",5K,William Meyer Holiday Run for Toys,"$11, $15 raceday with a toy,  $8 for 18 and under",2017-12-17T09:00:00Z,12,17,7
M,Middlefield,"Sun, 12/17 12:00",5K,Go Far Jingle All the Way 5K,"$20 through 12/8, $25 afterwards",2017-12-17T12:00:00Z,12,17,7
F,New Canaan,"Sat, 12/23 09:00",5K,New Canaan Santa Run,"$25,  $30 raceday",2017-12-23T09:00:00Z,12,23,6
T,Vernon,"Mon, 12/25 10:30",5K,Scrooge's Scramble,Donations accepted,2017-12-25T10:30:00Z,12,25,1
NL,Ledyard,"Sun, 12/31 12:00",5K,Auld Lang Syne 5K,"$20, $10 for under 18",2017-12-31T12:00:00Z,12,31,7
NL,Ledyard,"Sun, 12/31 12:00",1M,Auld Lang Syne 5K,"$20, $10 for under 18",2017-12-31T12:00:00Z,12,31,7
